Breed,Year,Count
English Springer Spaniel,1972,11364
Field Spaniel,1972,3
Irish Water Spaniel,1972,102
Sussex Spaniel,1972,11
Welsh Springer Spaniel,1972,30
Standard Schnauzer,1972,1011
Vizsla,1972,2206
Weimaraner,1972,7246
Cardigan Welsh Corgi,1972,372
Pembroke Welsh Corgi,1972,2256
Welsh Terrier,1972,1312
West Highland White Terrier,1972,6577
Whippet,1972,990
Wirehaired Pointing Griffon,1972,188
Yorkshire Terrier,1972,16879
American Staffordshire Terrier,1973,411
Affenpinscher,1973,73
Afghan Hound,1973,10549
Airedale Terrier,1973,6687
Akita,1973,1859
Alaskan Malamute,1973,7969
Australian Terrier,1973,1191
Basenji,1973,2400
Basset Hound,1973,17843
Beagle,1973,54125
Bedlington Terrier,1973,515
Belgian Malinois,1973,11
Belgian Sheepdog,1973,422
Belgian Tervuren,1973,357
Bernese Mountain Dog,1973,214
Bichon Frise,1973,1578
Black and Tan Coonhound,1973,198
Bloodhound,1973,1252
Border Terrier,1973,74
Borzoi,1973,1703
Boston Terrier,1973,11589
Bouvier des Flandres,1973,585
Boxer,1973,12319
Briard,1973,165
Brittany,1973,18503
Brussels Griffon,1973,222
Bull Terrier,1973,627
Bulldog,1973,6559
Bullmastiff,1973,629
Cairn Terrier,1973,7497
Chihuahua,1973,22253
Chow Chow,1973,3163
Collie,1973,28573
Dachshund,1973,51000
Dalmatian,1973,8549
Dandie Dinmont Terrier,1973,263
Doberman Pinscher,1973,34169
English Toy Spaniel (Blenheim and Prince Charles),1973,38
Fox Terrier,1973,7273
American Foxhound,1973,72
English Foxhound,1973,18
French Bulldog,1973,155
German Shepherd,1973,90907
Giant Schnauzer,1973,449
Great Dane,1973,19314
Great Pyrenees,1973,1489
Greyhound,1973,200
Harrier,1973,20
Irish Terrier,1973,371
Irish Wolfhound,1973,1309
Italian Greyhound,1973,673
Japanese Chin,1973,329
Keeshond,1973,4671
Kerry Blue Terrier,1973,914
Komondor,1973,121
Kuvasz,1973,120
Lakeland Terrier,1973,135
Lhasa Apso,1973,15071
Maltese,1973,5416
Manchester Terrier,1973,600
Mastiff,1973,516
Miniature Pinscher,1973,1079
Miniature Schnauzer,1973,41745
Newfoundland,1973,2010
Norwegian Elkhound,1973,8826
Norwich Terrier,1973,290
Old English Sheepdog,1973,14751
Otterhound,1973,55
Papillon,1973,410
Pekingese,1973,24926
Pointer,1973,544
German Shorthaired Pointer,1973,14814
German Wirehaired Pointer,1973,888
Pomeranian,1973,16708
Poodle,1973,193400
Pug,1973,8420
Puli,1973,753
Chesapeake Bay Retriever,1973,2214
Curly-Coated Retriever,1973,40
Flat-Coated Retriever,1973,90
Golden Retriever,1973,17635
Labrador Retriever,1973,33575
Rhodesian Ridgeback,1973,740
Rottweiler,1973,840
Saint Bernard,1973,35397
Saluki,1973,607
Samoyed,1973,9912
Schipperke,1973,1366
Scottish Deerhound,1973,97
Scottish Terrier,1973,9502
Sealyham Terrier,1973,233
English Setter,1973,1603
Gordon Setter,1973,1071
Irish Setter,1973,54211
Shetland Sheepdog,1973,21845
Shih Tzu,1973,7473
Siberian Husky,1973,16127
Silky Terrier,1973,3307
Skye Terrier,1973,270
Soft Coated Wheaten Terrier,1973,652
American Water Spaniel,1973,307
Clumber Spaniel,1973,31
Spaniel (All Cockers),1973,31926
English Springer Spaniel,1973,12421
Field Spaniel,1973,12
Irish Water Spaniel,1973,101
Sussex Spaniel,1973,14
Welsh Springer Spaniel,1973,52
Standard Schnauzer,1973,851
Tibetan Terrier,1973,399
Vizsla,1973,2233
Weimaraner,1973,7208
Cardigan Welsh Corgi,1973,386
Pembroke Welsh Corgi,1973,2290
Welsh Terrier,1973,1167
West Highland White Terrier,1973,6433
Whippet,1973,1036
Wirehaired Pointing Griffon,1973,207
Yorkshire Terrier,1973,18073
American Staffordshire Terrier,1974,647
Affenpinscher,1974,72
Afghan Hound,1974,10918
Airedale Terrier,1974,7088
Akita,1974,1057
Alaskan Malamute,1974,8416
Australian Terrier,1974,1291
Basenji,1974,2348
Basset Hound,1974,17251
Beagle,1974,51777
Bedlington Terrier,1974,515
Belgian Malinois,1974,9
Belgian Sheepdog,1974,511
Belgian Tervuren,1974,467
Bernese Mountain Dog,1974,198
Bichon Frise,1974,1022
Black and Tan Coonhound,1974,239
Bloodhound,1974,1337
Border Terrier,1974,71
Borzoi,1974,1656
Boston Terrier,1974,11200
Bouvier des Flandres,1974,735
Boxer,1974,12552
Briard,1974,205
Brittany,1974,19368
Brussels Griffon,1974,196
Bull Terrier,1974,641
Bulldog,1974,6465
Bullmastiff,1974,588
Cairn Terrier,1974,7339
Chihuahua,1974,20639
Chow Chow,1974,4016
Collie,1974,28068
Dachshund,1974,47581
Dalmatian,1974,8596
Dandie Dinmont Terrier,1974,190
Doberman Pinscher,1974,45110
English Toy Spaniel (Blenheim and Prince Charles),1974,41
Fox Terrier,1974,6516
American Foxhound,1974,55
English Foxhound,1974,7
French Bulldog,1974,171
German Shepherd,1974,86014
Giant Schnauzer,1974,386
Great Dane,1974,20319
Great Pyrenees,1974,1493
Greyhound,1974,229
Harrier,1974,42
Irish Terrier,1974,344
Irish Wolfhound,1974,1347
Italian Greyhound,1974,626
Japanese Chin,1974,393
Keeshond,1974,5535
Kerry Blue Terrier,1974,833
Komondor,1974,100
Kuvasz,1974,134
Lakeland Terrier,1974,190
Lhasa Apso,1974,17692
Maltese,1974,5766
Manchester Terrier,1974,630
Mastiff,1974,641
Miniature Pinscher,1974,1085
Miniature Schnauzer,1974,41392
Newfoundland,1974,2157
Norwegian Elkhound,1974,9034
Norwich Terrier,1974,304
Old English Sheepdog,1974,16050
Otterhound,1974,32
Papillon,1974,460
Pekingese,1974,23631
Pointer,1974,405
German Shorthaired Pointer,1974,15284
German Wirehaired Pointer,1974,958
Pomeranian,1974,16433
Poodle,1974,171550
Pug,1974,7607
Puli,1974,758
Chesapeake Bay Retriever,1974,2214
Curly-Coated Retriever,1974,36
Flat-Coated Retriever,1974,90
Golden Retriever,1974,20933
Labrador Retriever,1974,36689
Rhodesian Ridgeback,1974,817
Rottweiler,1974,883
Saint Bernard,1974,31361
Saluki,1974,729
Samoyed,1974,10203
Schipperke,1974,1332
Scottish Deerhound,1974,157
Scottish Terrier,1974,8819
Sealyham Terrier,1974,130
English Setter,1974,1561
Gordon Setter,1974,1072
Irish Setter,1974,61549
Shetland Sheepdog,1974,22944
Shih Tzu,1974,9690
Siberian Husky,1974,18473
Silky Terrier,1974,3038
Skye Terrier,1974,284
Soft Coated Wheaten Terrier,1974,486
American Water Spaniel,1974,291
Clumber Spaniel,1974,45
Spaniel (All Cockers),1974,36292
English Springer Spaniel,1974,14389
Field Spaniel,1974,24
Irish Water Spaniel,1974,108
Sussex Spaniel,1974,6
Welsh Springer Spaniel,1974,60
Staffordshire Bull Terrier,1974,371
Standard Schnauzer,1974,919
Tibetan Terrier,1974,321
Vizsla,1974,2197
Weimaraner,1974,6961
Cardigan Welsh Corgi,1974,325
Pembroke Welsh Corgi,1974,2374
Welsh Terrier,1974,1126
West Highland White Terrier,1974,6493
Whippet,1974,1043
Wirehaired Pointing Griffon,1974,168
Yorkshire Terrier,1974,18223
American Staffordshire Terrier,1975,681
Affenpinscher,1975,58
Afghan Hound,1975,10412
Airedale Terrier,1975,6532
Akita,1975,1085
Alaskan Malamute,1975,8465
Australian Terrier,1975,942
Basenji,1975,1835
Basset Hound,1975,15206
Beagle,1975,45210
Bedlington Terrier,1975,426
Belgian Malinois,1975,22
Belgian Sheepdog,1975,551
Belgian Tervuren,1975,397
Bernese Mountain Dog,1975,191
Bichon Frise,1975,1183
Black and Tan Coonhound,1975,216
Bloodhound,1975,1334
Border Terrier,1975,93
Borzoi,1975,1515
Boston Terrier,1975,10178
Bouvier des Flandres,1975,834
Boxer,1975,12063
Briard,1975,169
Brittany,1975,19188
Brussels Griffon,1975,242
Bull Terrier,1975,794
Bulldog,1975,6227
Bullmastiff,1975,682
Cairn Terrier,1975,6365
Chihuahua,1975,16494
Chow Chow,1975,4596
Collie,1975,24464
Dachshund,1975,40617
Dalmatian,1975,7626
Dandie Dinmont Terrier,1975,200
Doberman Pinscher,1975,57336
English Toy Spaniel (Blenheim and Prince Charles),1975,39
Fox Terrier,1975,5043
American Foxhound,1975,77
English Foxhound,1975,7
French Bulldog,1975,210
German Shepherd,1975,76235
Giant Schnauzer,1975,500
Great Dane,1975,19255
Great Pyrenees,1975,1481
Greyhound,1975,197
Harrier,1975,15
Irish Terrier,1975,320
Irish Wolfhound,1975,1411
Italian Greyhound,1975,595
Japanese Chin,1975,364
Keeshond,1975,5492
Kerry Blue Terrier,1975,747
Komondor,1975,103
Kuvasz,1975,94
Lakeland Terrier,1975,155
Lhasa Apso,1975,18791
Maltese,1975,5585
Manchester Terrier,1975,539
Mastiff,1975,651
Miniature Pinscher,1975,991
Miniature Schnauzer,1975,37786
Newfoundland,1975,2006
Norwegian Elkhound,1975,8671
Norwich Terrier,1975,260
Old English Sheepdog,1975,15623
Otterhound,1975,45
Papillon,1975,407
Pekingese,1975,20150
Pointer,1975,404
German Shorthaired Pointer,1975,14017
German Wirehaired Pointer,1975,975
Pomeranian,1975,14653
Poodle,1975,139750
Pug,1975,6487
Puli,1975,581
Chesapeake Bay Retriever,1975,2421
Curly-Coated Retriever,1975,43
Flat-Coated Retriever,1975,111
Golden Retriever,1975,22636
Labrador Retriever,1975,36565
Rhodesian Ridgeback,1975,813
Rottweiler,1975,952
Saint Bernard,1975,22430
Saluki,1975,680
Samoyed,1975,10055
Schipperke,1975,1267
Scottish Deerhound,1975,145
Scottish Terrier,1975,7380
Sealyham Terrier,1975,160
English Setter,1975,1671
Gordon Setter,1975,1204
Irish Setter,1975,58622
Shetland Sheepdog,1975,22715
Shih Tzu,1975,10452
Siberian Husky,1975,19678
Silky Terrier,1975,2679
Skye Terrier,1975,296
Soft Coated Wheaten Terrier,1975,398
American Water Spaniel,1975,307
Clumber Spaniel,1975,34
Spaniel (All Cockers),1975,39956
English Springer Spaniel,1975,15083
Field Spaniel,1975,28
Irish Water Spaniel,1975,114
Sussex Spaniel,1975,33
Welsh Springer Spaniel,1975,79
Staffordshire Bull Terrier,1975,262
Standard Schnauzer,1975,805
Tibetan Terrier,1975,230
Vizsla,1975,1968
Weimaraner,1975,6244
Cardigan Welsh Corgi,1975,369
Pembroke Welsh Corgi,1975,1907
Welsh Terrier,1975,848
West Highland White Terrier,1975,5923
Whippet,1975,1044
Wirehaired Pointing Griffon,1975,147
Yorkshire Terrier,1975,18954
American Staffordshire Terrier,1976,732
Affenpinscher,1976,63
Afghan Hound,1976,10045
Airedale Terrier,1976,6835
Akita,1976,1213
Alaskan Malamute,1976,8324
Australian Terrier,1976,939
Basenji,1976,1674
Basset Hound,1976,14997
Beagle,1976,44156
Bearded Collie,1976,998
Bedlington Terrier,1976,370
Belgian Malinois,1976,34
Belgian Sheepdog,1976,552
Belgian Tervuren,1976,430
Bernese Mountain Dog,1976,292
Bichon Frise,1976,1512
Black and Tan Coonhound,1976,357
Bloodhound,1976,1446
Border Terrier,1976,104
Borzoi,1976,1658
Boston Terrier,1976,10806
Bouvier des Flandres,1976,1053
Boxer,1976,13057
Briard,1976,216
Brittany,1976,20222
Brussels Griffon,1976,219
Bull Terrier,1976,929
Bulldog,1976,6554
Bullmastiff,1976,676
Cairn Terrier,1976,6432
Chihuahua,1976,16478
Chow Chow,1976,6211
Collie,1976,25161
Dachshund,1976,38927
Dalmatian,1976,7241
Dandie Dinmont Terrier,1976,235
Doberman Pinscher,1976,73615
English Toy Spaniel (Blenheim and Prince Charles),1976,46
Fox Terrier,1976,4673
American Foxhound,1976,69
English Foxhound,1976,9
French Bulldog,1976,208
German Shepherd,1976,74723
Giant Schnauzer,1976,565
Great Dane,1976,19869
Great Pyrenees,1976,1529
Greyhound,1976,148
Harrier,1976,25
Irish Terrier,1976,273
Irish Wolfhound,1976,1409
Italian Greyhound,1976,506
Japanese Chin,1976,356
Keeshond,1976,5871
Kerry Blue Terrier,1976,661
Komondor,1976,99
Kuvasz,1976,158
Lakeland Terrier,1976,171
Lhasa Apso,1976,21145
Maltese,1976,6183
Manchester Terrier,1976,536
Mastiff,1976,810
Miniature Pinscher,1976,1126
Miniature Schnauzer,1976,36816
Newfoundland,1976,2113
Norwegian Elkhound,1976,8037
Norwich Terrier,1976,278
Old English Sheepdog,1976,15364
Otterhound,1976,52
Papillon,1976,490
Pekingese,1976,20400
Pointer,1976,439
German Shorthaired Pointer,1976,14269
German Wirehaired Pointer,1976,1021
Pomeranian,1976,15241
Poodle,1976,126799
Pug,1976,6660
Puli,1976,609
Chesapeake Bay Retriever,1976,2650
Curly-Coated Retriever,1976,15
Flat-Coated Retriever,1976,132
Golden Retriever,1976,27612
Labrador Retriever,1976,39929
Rhodesian Ridgeback,1976,846
Rottweiler,1976,1406
Saint Bernard,1976,17537
Saluki,1976,737
Samoyed,1976,10147
Schipperke,1976,1260
Scottish Deerhound,1976,158
Scottish Terrier,1976,7202
Sealyham Terrier,1976,98
English Setter,1976,1756
Gordon Setter,1976,1383
Irish Setter,1976,54917
Shetland Sheepdog,1976,23950
Shih Tzu,1976,12562
Siberian Husky,1976,20598
Silky Terrier,1976,2829
Skye Terrier,1976,226
Soft Coated Wheaten Terrier,1976,539
American Water Spaniel,1976,302
Clumber Spaniel,1976,55
Spaniel (All Cockers),1976,47804
English Springer Spaniel,1976,16842
Field Spaniel,1976,42
Irish Water Spaniel,1976,89
Sussex Spaniel,1976,14
Welsh Springer Spaniel,1976,108
Staffordshire Bull Terrier,1976,291
Standard Schnauzer,1976,785
Tibetan Terrier,1976,242
Vizsla,1976,1867
Weimaraner,1976,6243
Cardigan Welsh Corgi,1976,356
Pembroke Welsh Corgi,1976,2061
Welsh Terrier,1976,888
West Highland White Terrier,1976,6072
Whippet,1976,1050
Wirehaired Pointing Griffon,1976,137
Yorkshire Terrier,1976,20392
American Staffordshire Terrier,1977,904
Affenpinscher,1977,77
Afghan Hound,1977,9416
Airedale Terrier,1977,6745
Akita,1977,1332
Alaskan Malamute,1977,8371
Australian Terrier,1977,847
Basenji,1977,1702
Basset Hound,1977,14368
Beagle,1977,40850
Bearded Collie,1977,446
Bedlington Terrier,1977,380
Belgian Malinois,1977,36
Belgian Sheepdog,1977,534
Belgian Tervuren,1977,397
Bernese Mountain Dog,1977,324
Bichon Frise,1977,1619
Black and Tan Coonhound,1977,326
Bloodhound,1977,1578
Border Terrier,1977,110
Borzoi,1977,1535
Boston Terrier,1977,10753
Bouvier des Flandres,1977,1204
Boxer,1977,12951
Briard,1977,254
Brittany,1977,19267
Brussels Griffon,1977,178
Bull Terrier,1977,1057
Bulldog,1977,6549
Bullmastiff,1977,821
Cairn Terrier,1977,6359
Chihuahua,1977,15841
Chow Chow,1977,7649
Collie,1977,23386
Dachshund,1977,35087
Dalmatian,1977,6694
Dandie Dinmont Terrier,1977,226
Doberman Pinscher,1977,79254
English Toy Spaniel (Blenheim and Prince Charles),1977,58
Fox Terrier,1977,4254
American Foxhound,1977,84
English Foxhound,1977,4
French Bulldog,1977,195
German Shepherd,1977,67072
Giant Schnauzer,1977,499
Great Dane,1977,17892
Great Pyrenees,1977,1364
Greyhound,1977,188
Harrier,1977,15
Irish Terrier,1977,385
Irish Wolfhound,1977,1383
Italian Greyhound,1977,478
Japanese Chin,1977,368
Keeshond,1977,6040
Kerry Blue Terrier,1977,621
Komondor,1977,99
Kuvasz,1977,170
Lakeland Terrier,1977,176
Lhasa Apso,1977,22354
Maltese,1977,6197
Manchester Terrier,1977,406
Mastiff,1977,936
Miniature Pinscher,1977,1316
Miniature Schnauzer,1977,35072
Newfoundland,1977,2096
Norwegian Elkhound,1977,7280
Norwich Terrier,1977,295
Old English Sheepdog,1977,14403
Otterhound,1977,49
Papillon,1977,547
Pekingese,1977,19891
Pointer,1977,429
German Shorthaired Pointer,1977,13093
German Wirehaired Pointer,1977,969
Pomeranian,1977,15943
Poodle,1977,112300
Pug,1977,6066
Puli,1977,480
Chesapeake Bay Retriever,1977,2906
Curly-Coated Retriever,1977,45
Flat-Coated Retriever,1977,156
Golden Retriever,1977,30263
Labrador Retriever,1977,41275
Rhodesian Ridgeback,1977,872
Rottweiler,1977,1878
Saint Bernard,1977,13186
Saluki,1977,743
Samoyed,1977,9640
Schipperke,1977,1272
Scottish Deerhound,1977,124
Scottish Terrier,1977,7073
Sealyham Terrier,1977,154
English Setter,1977,1579
Gordon Setter,1977,1329
Irish Setter,1977,43367
Shetland Sheepdog,1977,24464
Shih Tzu,1977,14189
Siberian Husky,1977,20196
Silky Terrier,1977,2728
Skye Terrier,1977,216
Soft Coated Wheaten Terrier,1977,650
American Water Spaniel,1977,323
Clumber Spaniel,1977,61
Spaniel (All Cockers),1977,53979
English Springer Spaniel,1977,18579
Field Spaniel,1977,31
Irish Water Spaniel,1977,142
Sussex Spaniel,1977,7
Welsh Springer Spaniel,1977,137
Staffordshire Bull Terrier,1977,256
Standard Schnauzer,1977,772
Tibetan Terrier,1977,275
Vizsla,1977,1877
Weimaraner,1977,5519
Cardigan Welsh Corgi,1977,364
Pembroke Welsh Corgi,1977,2179
Welsh Terrier,1977,782
West Highland White Terrier,1977,6332
Whippet,1977,1146
Wirehaired Pointing Griffon,1977,117
Yorkshire Terrier,1977,21573
American Staffordshire Terrier,1978,1014
Affenpinscher,1978,109
Afghan Hound,1978,7878
Airedale Terrier,1978,6601
Akita,1978,1531
Alaskan Malamute,1978,7861
Australian Terrier,1978,857
Basenji,1978,1455
Basset Hound,1978,14264
Beagle,1978,36920
Bearded Collie,1978,472
Bedlington Terrier,1978,387
Belgian Malinois,1978,14
Belgian Sheepdog,1978,617
Belgian Tervuren,1978,445
Bernese Mountain Dog,1978,238
Bichon Frise,1978,1829
Black and Tan Coonhound,1978,332
Bloodhound,1978,1586
Border Terrier,1978,136
Borzoi,1978,1408
Boston Terrier,1978,10811
Bouvier des Flandres,1978,1301
Boxer,1978,13248
Briard,1978,232
Brittany,1978,18418
Brussels Griffon,1978,203
Bull Terrier,1978,1103
Bulldog,1978,6413
Bullmastiff,1978,826
Cairn Terrier,1978,6369
Chihuahua,1978,15206
Chow Chow,1978,9368
Collie,1978,22032
Dachshund,1978,33660
Dalmatian,1978,5924
Dandie Dinmont Terrier,1978,208
Doberman Pinscher,1978,81964
English Toy Spaniel (Blenheim and Prince Charles),1978,56
Fox Terrier,1978,3960
American Foxhound,1978,50
English Foxhound,1978,5
French Bulldog,1978,187
German Shepherd,1978,61783
Giant Schnauzer,1978,459
Great Dane,1978,16600
Great Pyrenees,1978,1397
Greyhound,1978,144
Harrier,1978,34
Ibizan Hound,1978,568
Irish Terrier,1978,262
Irish Wolfhound,1978,1270
Italian Greyhound,1978,596
Japanese Chin,1978,399
Keeshond,1978,5923
Kerry Blue Terrier,1978,563
Komondor,1978,87
Kuvasz,1978,206
Lakeland Terrier,1978,201
Lhasa Apso,1978,22330
Maltese,1978,6504
Manchester Terrier,1978,484
Mastiff,1978,948
Miniature Pinscher,1978,1361
Miniature Schnauzer,1978,33534
Newfoundland,1978,2092
Norwegian Elkhound,1978,6364
Norwich Terrier,1978,319
Old English Sheepdog,1978,12997
Otterhound,1978,22
Papillon,1978,574
Pekingese,1978,18892
Pointer,1978,399
German Shorthaired Pointer,1978,11517
German Wirehaired Pointer,1978,1077
Pomeranian,1978,15870
Poodle,1978,101100
Pug,1978,5716
Puli,1978,435
Chesapeake Bay Retriever,1978,3059
Curly-Coated Retriever,1978,76
Flat-Coated Retriever,1978,122
Golden Retriever,1978,34249
Labrador Retriever,1978,43500
Rhodesian Ridgeback,1978,946
Rottweiler,1978,2439
Saint Bernard,1978,9727
Saluki,1978,656
Samoyed,1978,9222
Schipperke,1978,1346
Scottish Deerhound,1978,129
Scottish Terrier,1978,6430
Sealyham Terrier,1978,105
English Setter,1978,1477
Gordon Setter,1978,1293
Irish Setter,1978,30839
Shetland Sheepdog,1978,24668
Shih Tzu,1978,14894
Siberian Husky,1978,20650
Silky Terrier,1978,2557
Skye Terrier,1978,191
Soft Coated Wheaten Terrier,1978,798
American Water Spaniel,1978,289
Clumber Spaniel,1978,55
Spaniel (All Cockers),1978,59853
English Springer Spaniel,1978,19131
Field Spaniel,1978,39
Irish Water Spaniel,1978,86
Sussex Spaniel,1978,10
Welsh Springer Spaniel,1978,117
Staffordshire Bull Terrier,1978,268
Standard Schnauzer,1978,770
Tibetan Terrier,1978,269
Vizsla,1978,1845
Weimaraner,1978,5004
Cardigan Welsh Corgi,1978,339
Pembroke Welsh Corgi,1978,2349
Welsh Terrier,1978,676
West Highland White Terrier,1978,5984
Whippet,1978,1259
Wirehaired Pointing Griffon,1978,145
Yorkshire Terrier,1978,21913
American Staffordshire Terrier,1979,1072
Affenpinscher,1979,87
Afghan Hound,1979,6833
Airedale Terrier,1979,6594
Akita,1979,1878
Alaskan Malamute,1979,7377
Australian Terrier,1979,784
Basenji,1979,1393
Basset Hound,1979,14930
Beagle,1979,35374
Bearded Collie,1979,588
Bedlington Terrier,1979,311
Belgian Malinois,1979,60
Belgian Sheepdog,1979,584
Belgian Tervuren,1979,452
Bernese Mountain Dog,1979,318
Bichon Frise,1979,2146
Black and Tan Coonhound,1979,302
Bloodhound,1979,1671
Border Terrier,1979,163
Borzoi,1979,1283
Boston Terrier,1979,11125
Bouvier des Flandres,1979,1345
Boxer,1979,13250
Briard,1979,246
Brittany,1979,17038
Brussels Griffon,1979,156
Bull Terrier,1979,1042
Bulldog,1979,6566
Bullmastiff,1979,804
Cairn Terrier,1979,6262
Chihuahua,1979,15512
Chow Chow,1979,11739
Collie,1979,21210
Dachshund,1979,32777
Dalmatian,1979,5558
Dandie Dinmont Terrier,1979,192
Doberman Pinscher,1979,80363
English Toy Spaniel (Blenheim and Prince Charles),1979,71
Fox Terrier,1979,3762
American Foxhound,1979,70
English Foxhound,1979,6
French Bulldog,1979,156
German Shepherd,1979,57683
Giant Schnauzer,1979,496
Great Dane,1979,15322
Great Pyrenees,1979,1345
Greyhound,1979,157
Harrier,1979,21
Ibizan Hound,1979,102
Irish Terrier,1979,316
Irish Wolfhound,1979,1189
Italian Greyhound,1979,515
Japanese Chin,1979,411
Keeshond,1979,5850
Kerry Blue Terrier,1979,499
Komondor,1979,102
Kuvasz,1979,180
Lakeland Terrier,1979,192
Lhasa Apso,1979,22714
Maltese,1979,6806
Manchester Terrier,1979,534
Mastiff,1979,1097
Miniature Pinscher,1979,1428
Miniature Schnauzer,1979,32666
Newfoundland,1979,2345
Norfolk Terrier,1979,106
Norwegian Elkhound,1979,5794
Norwich Terrier,1979,205
Old English Sheepdog,1979,12018
Otterhound,1979,30
Papillon,1979,576
Pekingese,1979,17992
Pointer,1979,398
German Shorthaired Pointer,1979,10579
German Wirehaired Pointer,1979,978
Pomeranian,1979,16184
Poodle,1979,94950
Pug,1979,5497
Puli,1979,341
Chesapeake Bay Retriever,1979,3460
Curly-Coated Retriever,1979,27
Flat-Coated Retriever,1979,200
Golden Retriever,1979,38060
Labrador Retriever,1979,46077
Rhodesian Ridgeback,1979,1029
Rottweiler,1979,3286
Saint Bernard,1979,7444
Saluki,1979,619
Samoyed,1979,8653
Schipperke,1979,1353
Scottish Deerhound,1979,174
Scottish Terrier,1979,6343
Sealyham Terrier,1979,112
English Setter,1979,1263
Gordon Setter,1979,1140
Irish Setter,1979,20912
Shetland Sheepdog,1979,25943
Shih Tzu,1979,16042
Siberian Husky,1979,19876
Silky Terrier,1979,2565
Skye Terrier,1979,190
Soft Coated Wheaten Terrier,1979,797
American Water Spaniel,1979,282
Clumber Spaniel,1979,76
Spaniel (All Cockers),1979,66841
English Springer Spaniel,1979,20071
Field Spaniel,1979,27
Irish Water Spaniel,1979,110
Sussex Spaniel,1979,14
Welsh Springer Spaniel,1979,224
Staffordshire Bull Terrier,1979,257
Standard Schnauzer,1979,687
Tibetan Terrier,1979,343
Vizsla,1979,1737
Weimaraner,1979,4605
Cardigan Welsh Corgi,1979,341
Pembroke Welsh Corgi,1979,2216
Welsh Terrier,1979,691
West Highland White Terrier,1979,6210
Whippet,1979,1296
Wirehaired Pointing Griffon,1979,131
Yorkshire Terrier,1979,22458
American Staffordshire Terrier,1980,1228
Affenpinscher,1980,85
Afghan Hound,1980,6122
Airedale Terrier,1980,6898
Akita,1980,2279
Alaskan Malamute,1980,7642
Australian Cattle Dog,1980,1685
Australian Terrier,1980,770
Basenji,1980,1348
Basset Hound,1980,17151
Beagle,1980,35091
Bearded Collie,1980,653
Bedlington Terrier,1980,336
Belgian Malinois,1980,48
Belgian Sheepdog,1980,584
Belgian Tervuren,1980,422
Bernese Mountain Dog,1980,380
Bichon Frise,1980,2651
Black and Tan Coonhound,1980,333
Bloodhound,1980,1709
Border Terrier,1980,207
Borzoi,1980,1309
Boston Terrier,1980,11636
Bouvier des Flandres,1980,1389
Boxer,1980,14901
Briard,1980,250
Brittany,1980,17146
Brussels Griffon,1980,170
Bull Terrier,1980,1222
Bulldog,1980,6712
Bullmastiff,1980,918
Cairn Terrier,1980,6561
Chihuahua,1980,16239
Chow Chow,1980,14589
Collie,1980,21477
Dachshund,1980,33881
Dalmatian,1980,5585
Dandie Dinmont Terrier,1980,197
Doberman Pinscher,1980,79908
English Toy Spaniel (Blenheim and Prince Charles),1980,76
Fox Terrier,1980,3866
American Foxhound,1980,51
French Bulldog,1980,170
German Shepherd,1980,58865
Giant Schnauzer,1980,540
Great Dane,1980,14330
Great Pyrenees,1980,1267
Greyhound,1980,137
Harrier,1980,32
Ibizan Hound,1980,68
Irish Terrier,1980,305
Irish Wolfhound,1980,1192
Italian Greyhound,1980,560
Japanese Chin,1980,373
Keeshond,1980,6081
Kerry Blue Terrier,1980,576
Komondor,1980,135
Kuvasz,1980,197
Lakeland Terrier,1980,219
Lhasa Apso,1980,24477
Maltese,1980,7324
Manchester Terrier,1980,492
Mastiff,1980,1198
Miniature Pinscher,1980,1817
Miniature Schnauzer,1980,34962
Newfoundland,1980,2147
Norfolk Terrier,1980,95
Norwegian Elkhound,1980,5374
Norwich Terrier,1980,190
Old English Sheepdog,1980,10758
Otterhound,1980,29
Papillon,1980,613
Pekingese,1980,18859
Pointer,1980,427
German Shorthaired Pointer,1980,10670
German Wirehaired Pointer,1980,1171
Pomeranian,1980,17341
Poodle,1980,92250
Pug,1980,5731
Puli,1980,375
Chesapeake Bay Retriever,1980,3828
Curly-Coated Retriever,1980,79
Flat-Coated Retriever,1980,194
Golden Retriever,1980,44100
Labrador Retriever,1980,52398
Rhodesian Ridgeback,1980,1168
Rottweiler,1980,4701
Saint Bernard,1980,5908
Saluki,1980,627
Samoyed,1980,8430
Schipperke,1980,1462
Scottish Deerhound,1980,155
Scottish Terrier,1980,6334
Sealyham Terrier,1980,108
English Setter,1980,1370
Gordon Setter,1980,1170
Irish Setter,1980,14938
Shetland Sheepdog,1980,28325
Shih Tzu,1980,17957
Siberian Husky,1980,20884
Silky Terrier,1980,2640
Skye Terrier,1980,171
Soft Coated Wheaten Terrier,1980,981
American Water Spaniel,1980,363
Clumber Spaniel,1980,90
Spaniel (All Cockers),1980,77345
English Springer Spaniel,1980,21370
Field Spaniel,1980,32
Irish Water Spaniel,1980,114
Sussex Spaniel,1980,10
Welsh Springer Spaniel,1980,148
Staffordshire Bull Terrier,1980,260
Standard Schnauzer,1980,648
Tibetan Terrier,1980,387
Vizsla,1980,1837
Weimaraner,1980,4714
Cardigan Welsh Corgi,1980,361
Pembroke Welsh Corgi,1980,2445
Welsh Terrier,1980,748
West Highland White Terrier,1980,6824
Whippet,1980,1323
Wirehaired Pointing Griffon,1980,135
Yorkshire Terrier,1980,24665
American Staffordshire Terrier,1981,1369
Affenpinscher,1981,105
